number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135
1,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1.png,good,0,0.046999999998661224,4.759156169744452,6.16234098686748,4.640100765524551,6.1165961574735945,0.7069882449824809,0.7046090906834707,0.7070551255116797,0.7045968413972953,0.8367418239147955,0.8259577582304283,0.8402806666953894,0.8251471590177887,627.1607264277886,911.1857425267333,653.011583143794,897.562866682517,0.9675742925136692,0.9527794141208995,0.9662989455150767,0.9534854000875362
2,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle10.png,good,0,0.046999999998661224,4.131473645591327,5.532731045193721,4.099782326901032,5.4915376719963716,0.677977920632352,0.675584953567444,0.677842490962042,0.6755633808488359,0.8278708040852899,0.8149656301053794,0.8329651441851006,0.814497331064099,525.8515861562938,805.7101643472644,572.1377161445039,792.7614429439064,0.9746575457601377,0.9610955185861508,0.9724678463391291,0.9617207599117047
3,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle100.png,good,0,0.0470000000022992,4.425363825363861,5.858018083342183,4.546706777215326,5.748484276899069,0.7035811872023886,0.701011923166312,0.7030428745084366,0.7011890245625907,0.8346297040896533,0.8229393995100047,0.8377565730665031,0.8234305702487661,555.3569279686969,841.2555356044999,630.2637415315462,819.6168888910756,0.9711512446364033,0.956199977733243,0.9673203780191618,0.9573265952326301
4,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1000.png,good,0,0.046999999998661224,4.061778158248767,5.431178209842258,4.143676474185,5.462048743205327,0.6838660780695079,0.6815865770983449,0.6834956799059632,0.6812857489281815,0.8322821559382665,0.8193965990785803,0.8356632562393242,0.8188013611698869,511.29049284578855,787.4884707058272,581.7034387458184,786.941404288373,0.9750820514053667,0.9615427796915543,0.971689223921632,0.9615694958334684
5,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1001.png,good,0,0.030999999999039574,4.086315274550595,5.60831020452162,4.287553501112873,5.507271796404426,0.6973944382478023,0.6946107674864219,0.6967359986708812,0.6947533470322913,0.8341886309605191,0.8211161879272493,0.836746607076562,0.8208842016343917,507.156795890915,808.8052549966903,596.1249443588493,785.7334385051297,0.9737174470001871,0.957988655452858,0.9691603856299139,0.9591870626416961
6,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1002.png,good,0,0.0470000000022992,4.153493946435158,5.625827676675192,4.310135250813275,5.499910587647438,0.6963133577402568,0.6936197849952117,0.6955282648271249,0.6937752133385771,0.8339563018642322,0.8206774702178485,0.8364195448237751,0.8206221838492137,516.9936211324467,803.6707543218092,594.7563161885267,778.2417587532328,0.97326536860467,0.9583451111968583,0.9692962529833145,0.9596631160851637
7,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1003.png,good,0,0.046999999998661224,4.1096074354898136,5.404202625538681,4.002191405581287,5.4648217509633925,0.6946438287406541,0.6923782207035817,0.6943996023038086,0.6921152036154878,0.8328948592387749,0.8217317157230382,0.8382217816120008,0.8200016361660298,524.8311825853007,786.4148120748423,556.4637121823617,789.8637625208012,0.9735071610177104,0.960227136354675,0.9719640259063519,0.9600527059730198
8,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1004.png,good,0,0.0459999999984575,3.8089568301333268,5.110256454224639,3.6411279868907362,5.121079023372211,0.6730175620571546,0.6706194173341711,0.6728020371424892,0.6706192652737879,0.8210203831035869,0.8069457691535857,0.8258539562637968,0.8070077695653688,493.08943622355525,750.6742818228499,511.5236138626038,752.840162559019,0.9767990631183225,0.9646284569675807,0.9759722098649675,0.9645264013283867
9,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1005.png,good,0,0.03200000000288128,4.078180261709703,5.527341807501388,4.139826839826882,5.387745853349088,0.7002393016875619,0.6975769720372726,0.6998681677195187,0.6978217672885962,0.8380586401936748,0.8252308453456275,0.8410419087195788,0.8255200404523395,517.4778671884583,804.2510233427571,577.761085430582,775.0259663270717,0.9731007366791162,0.9580953460113266,0.9700198629801308,0.9596180868801563
10,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1006.png,good,0,0.046999999998661224,4.125442093677417,5.4685207277431145,4.081062440384522,5.49421269361454,0.6993751854516984,0.6972032104003452,0.6993514509252915,0.6969049481001872,0.8364789390694443,0.824603314880765,0.8407908412072154,0.8236449320614366,521.1027198238993,793.272097711788,568.3313620466224,788.2647658988732,0.9735236974777238,0.9596049634231064,0.971172553468196,0.9598599469934634
11,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1007.png,good,0,0.0459999999984575,3.911052953405924,5.315990603129236,3.98332721892049,5.259188037852087,0.6934389062724885,0.6909627488866912,0.6931195170509085,0.6910046600207611,0.8334289453159669,0.8207336454183565,0.8377802595465288,0.8207361020065845,491.7213354531025,773.8972394854836,558.1218504659241,758.8538634710196,0.9749629738191845,0.9605079769076066,0.9716279029218546,0.9612756412984879
12,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1008.png,good,0,0.0470000000022992,4.302186621010185,5.682106016104059,4.220407464475325,5.6813564221341535,0.6914257784156657,0.68902514908571,0.6912471280570688,0.6889980433476696,0.8299151792634047,0.8174788039713652,0.8341667053472146,0.8172152239213043,553.4775810199349,827.5411284573881,587.9488150267885,823.3238539908604,0.972068683982183,0.95815226874213,0.9703821980985128,0.9583655310954379
13,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1009.png,good,0,0.0319999999992433,3.938155802861718,5.341503744295429,3.9784014478930243,5.31643888971912,0.6837048207105966,0.6813146378394132,0.6833336917239002,0.6811547798512041,0.8262503100573539,0.8123236532503891,0.8301666381612599,0.811984201574079,492.11856915739503,768.757266284698,554.3600631007469,763.0918693550873,0.9756819071991949,0.9619348297842885,0.9726481550314758,0.9622153530494628
14,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle101.png,good,0,0.0459999999984575,4.508382047205608,6.003343777022793,4.564196443857523,5.860504481641144,0.7095930477136395,0.7068978204770162,0.7092166774060058,0.7071760937166949,0.840942725876362,0.8293298557774638,0.8428747579456886,0.8299059503651536,579.6615824874671,878.2085806462773,640.5813950644542,849.328469138049,0.9695826719939115,0.9538047119391095,0.9664494049866049,0.9553238556821289
15,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1010.png,good,0,0.0470000000022992,3.785009172068025,5.122614956114524,3.717386944505648,5.143995531832085,0.6776849838410194,0.6752757751028509,0.6773208365938017,0.6752944029778316,0.824791520994282,0.8104621995326372,0.8283880687290074,0.8100342453213298,485.9618172924082,752.162267497274,520.8954092988048,754.1292706646764,0.9769858181175136,0.9643150651261132,0.9753670220230348,0.964221744332243
16,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1011.png,good,0,0.0319999999992433,4.125214626391121,5.693438113178938,4.34390148457951,5.542990194037116,0.6859349702827147,0.6831734425575046,0.6852584682460063,0.6832935897642227,0.8295955916698604,0.8148473883152602,0.8312209615771411,0.8145546670842057,508.9966784884457,814.1775092413266,599.0367427299697,782.0884790346498,0.9744106588007952,0.9589803011993053,0.9699322761291501,0.9605970031333956
17,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1012.png,good,0,0.0459999999984575,3.818708572826243,5.222195820401267,3.901550615109991,5.150901105038755,0.6779782558821286,0.6754630216533175,0.6774201179705256,0.6755060528455634,0.8248590298904045,0.810262835414138,0.8289513329042945,0.8096949512492344,470.8684578696354,745.5430220395436,539.6226306650086,728.4431864112929,0.9769888397804178,0.9634946980779101,0.973669473548079,0.9643319866635046
18,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1013.png,good,0,0.0470000000022992,4.1745750275162345,5.604611227741895,4.192401007655299,5.463780648227363,0.6899619763372188,0.6875115124099916,0.6897150450382199,0.6876424600927685,0.8282008067993568,0.8154777580347636,0.8331242306128986,0.8156241237051108,524.7839085239104,807.1436305334714,580.2362780345904,780.6399474794373,0.973178720400854,0.9586571765940732,0.9703951845564792,0.9600147256679449
19,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1014.png,good,0,0.046999999998661224,4.411620398679254,5.697462893873692,4.289248416367098,5.7210775535800815,0.7044536322163043,0.7020789285228437,0.7041868381629702,0.7018619501035757,0.8362758959041051,0.8247551124730952,0.840599243817527,0.8239176789414704,561.9973462149956,815.2599988731671,588.3384376452225,811.6157522518492,0.9704287044319372,0.9570262640142754,0.9691144168888295,0.9572183584288007
20,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1015.png,good,0,0.0470000000022992,4.000679955974085,5.421333052439792,4.113145987722316,5.436991237589512,0.6934261605536531,0.6910004885582083,0.6929650715376972,0.6907384603149413,0.8313021431057536,0.8176240529606986,0.8339610806001143,0.8177689558019516,493.4518429741975,771.8116706391943,566.3354073421937,770.4066081852817,0.9748224279413799,0.9605336443392999,0.9711510164059554,0.9606054917816728
21,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1016.png,good,0,0.030999999999039574,4.095137581019966,5.497637309202671,4.1244943380537125,5.412482454356881,0.6907193043110105,0.6881869687549698,0.6902343866114032,0.6882216493796541,0.8265717587263295,0.8133242251544929,0.8303215196403699,0.8132194279017817,504.68211079858526,779.348948241281,563.3758847555521,756.7803934633516,0.9742045794035462,0.9600788408504166,0.9712517250025804,0.9612348863793112
22,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1017.png,good,0,0.046999999998661224,4.034408707349922,5.410642764581001,4.1112872062025145,5.450067487953875,0.6936888624171853,0.6912482954141319,0.6932198386134993,0.6911629562381845,0.8334036578118105,0.8204216378593422,0.8366857375595775,0.8199079725124914,502.5727430598044,779.4577349034067,572.2599946193221,778.0490420630078,0.9746182375857794,0.9605488792281163,0.9711445809341271,0.960620178169531
23,CAMERA 4_OZ/good_bottle_png/OZ_good_bottle1018.png,good,0,0.0470000000022992,4.234709551180167,5.591508031189037,4.2664171986206485,5.597299012054781,0.6940810076485134,0.691771756393283,0.6936846703097255,0.6915900747933804,0.8286076954778206,0.8168204113656928,0.8330438218945871,0.8163490414511195,531.8321902898382,800.8778357801384,590.4263311076927,796.9446525289068,0.9727264209145176,0.9588444784353896,0.9697758041197262,0.9590465969119996
